business_name,street_address,city,state,zip,phone,website,google_rating,review_count,hours_monday,hours_tuesday,hours_wednesday,hours_thursday,hours_friday,hours_saturday,hours_sunday,latitude,longitude
Silver Spring Run Club,,,,,,,5,1,"[""Closed""]","[""Closed""]","[""7-9PM""]","[""Closed""]","[""Closed""]","[""10AM-12PM""]","[""Closed""]",38.9775232,-77.0242343
Girls on the Run - DC,900 Brentwood Rd NE #90824,Washington,DC,20090,1 202-607-2288,,5,1,"[""8:30AM-5:30PM""]","[""8:30AM-5:30PM""]","[""8:30AM-5:30PM""]","[""8:30AM-5:30PM""]","[""Closed""]","[""Closed""]","[""Closed""]",38.9177326,-76.9952737
Pacers Running,300 Tingey St SE #160,Washington,DC,20003,1 202-554-1216,,4.8,101,"[""Closed""]","[""11AM-7PM""]","[""11AM-7PM""]","[""11AM-7PM""]","[""11AM-7PM""]","[""11AM-6PM""]","[""11AM-5PM""]",38.8750832,-77.0010415
Cascade Run Club Seattle,7210 East Green Lake Dr N,Seattle,WA,98115,1 206-799-5253,,5,2,,,,,,,,47.6806701,-122.3259131
WVU Track,Mylan Park Ln,Morgantown,WV,26501,,,4.7,3,,,,,,,,39.6442397,-80.0453645
Achilles Running Club,953 Point Marion Rd,Morgantown,WV,26508,1 304-276-2866,,5,6,"[""6AM-9PM""]","[""Closed""]","[""6AM-9PM""]","[""Closed""]","[""1-8PM""]","[""12AM-10PM""]","[""Closed""]",39.6799398,-79.9197277
Bridgeport Running,317 S Virginia Ave,Bridgeport,WV,26330,1 304-848-8021,,4.7,31,"[""10AM-5PM""]","[""10AM-5PM""]","[""10AM-5PM""]","[""10AM-5PM""]","[""10AM-5PM""]","[""10AM-5PM""]","[""12-5PM""]",39.2811949,-80.2569157
Morgantown Running,709 Beechurst Ave,Morgantown,WV,26505,1 304-241-5223,,4.7,91,"[""10AM-6PM""]","[""10AM-6PM""]","[""10AM-6PM""]","[""10AM-6PM""]","[""10AM-6PM""]","[""10AM-5PM""]","[""12-5PM""]",39.6414678,-79.962809
De Pere Track and Cross Country Booster Club,1700 Chicago St,De Pere,WI,54115,,,,,,,,,,,,44.4410144,-88.0442557
Milwaukee Speed Academy,330 Glenview Ave,Milwaukee,WI,53213,1 414-333-1131,,5,4,"[""6:30-7:30PM""]","[""6:30-7:30PM""]","[""6:30-7:30PM""]","[""6:30-7:30PM""]","[""6:30-7:30PM""]","[""Closed""]","[""Closed""]",43.0343998,-88.0156513
Wisconsin Athletic Club | Downtown Milwaukee,411 E Wisconsin Ave,Milwaukee,WI,53202,1 414-212-2000,,4.6,241,"[""5AM-9PM""]","[""5AM-9PM""]","[""5AM-9PM""]","[""5AM-9PM""]","[""5AM-8PM""]","[""7AM-6PM""]","[""7AM-6PM""]",43.0383555,-87.9058576
Glacier Track Club,Glacial Drumlin State Trail,Waukesha,WI,53188,,,,,,,,,,,,43.0029851,-88.2454292
Road America®,N 7390 WI-67,Plymouth,WI,53073,1 920-892-4576,,4.9,4861,,,,,,,,43.8054625,-87.991733
Badger Track Club,,,,,1 608-622-7602,,,,"[""10AM-5PM""]","[""10AM-5PM""]","[""10AM-5PM""]","[""10AM-5PM""]","[""10AM-5PM""]","[""Closed""]","[""10AM-5PM""]",43.0696169,-89.4236519
Wisconsin Athletic Club | Greenfield,5020 S 110 St,Greenfield,WI,53228,1 414-427-6500,,4.7,307,"[""4:30AM-9PM""]","[""4:30AM-9PM""]","[""4:30AM-9PM""]","[""4:30AM-9PM""]","[""4:30AM-8PM""]","[""6:30AM-6PM""]","[""6:30AM-6PM""]",42.9527775,-88.0485179
"Beaver Cycle Club, Inc.",N9898 County Rd I,Burnett,WI,53922,1 920-319-6889,,4.9,56,,,,,,,,43.5527238,-88.7221419
Harbor Athletic Club,2529 Allen Blvd,Middleton,WI,53562,1 608-831-6500,,4.5,305,"[""5AM-11PM""]","[""5AM-11PM""]","[""5AM-11PM""]","[""5AM-11PM""]","[""5AM-10PM""]","[""5AM-9PM""]","[""5AM-9PM""]",43.1030636,-89.4855034
Badgerland Striders Running Club,12650 W Arden Pl,Butler,WI,53007,,,5,1,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",43.0996098,-88.0691484
Wisconsin International Raceway,W1460 County Hwy KK,Kaukauna,WI,54130,1 920-766-5577,,4.6,1098,,,,,,,,44.2453462,-88.2595023
Aztalan Cycle Club,Gomoll Rd,Lake Mills,WI,53551,1 414-265-1582,,4.7,68,,,,,,,,43.0861642,-88.8674466
Plymouth Dirt Track Racing,229 Fairview Dr,Plymouth,WI,53073,1 920-893-5751,,4.6,534,,,,,,,,43.7502029,-87.9682965
McClimon Track and Soccer Fields,750 Walnut St,Madison,WI,53705,,,4.6,41,"[""9AM-7:30PM""]","[""9AM-8PM""]","[""9AM-8PM""]","[""9AM-8PM""]","[""9AM-8PM""]","[""9AM-7:30PM""]","[""9AM-7:30PM""]",43.078293,-89.4253991
Milwaukee Running Group OMG,1572 E Capitol Dr,Milwaukee,WI,53211,1 414-207-8471,,,,"[""5AM-9PM""]","[""5:15AM-9PM""]","[""5:30AM-9PM""]","[""5:15AM-9PM""]","[""6-8AM""]","[""8AM-12PM""]","[""9AM-6PM""]",43.0895322,-87.8903398
UW-Stout Track and Field,220 13th Ave E,Menomonie,WI,54751,,,,,,,,,,,,44.8698084,-91.9269394
Four Lakes Athletic Club,351 E Morrissy Dr,Elkhorn,WI,53121,1 262-743-2000,,4.5,143,"[""5AM-10PM""]","[""5AM-10PM""]","[""5AM-10PM""]","[""5AM-10PM""]","[""5AM-9PM""]","[""7AM-6PM""]","[""7AM-6PM""]",42.6471824,-88.5378417
The Janesville Athletic Club,1301 Black Bridge Rd,Janesville,WI,53545,1 608-756-3737,,4.7,594,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",42.7054901,-89.0078781
Movin' Shoes,528 S Park St,Madison,WI,53715,1 608-251-0125,,4.9,313,"[""10AM-8PM""]","[""10AM-8PM""]","[""10AM-8PM""]","[""10AM-8PM""]","[""10AM-6PM""]","[""10AM-5PM""]","[""11AM-4PM""]",43.0612749,-89.4009908
Road Runners MC,"w224 s8490, W224S8490 Industrial Dr",Big Bend,WI,53103,,,4.7,19,"[""Closed""]","[""6-11PM""]","[""Closed""]","[""Closed""]","[""6-11PM""]","[""Closed""]","[""12-6PM""]",42.8903165,-88.1969433
GIRLS ON THE RUN of NORTHEAST WISCONSIN,1806 Bond St #163,Green Bay,WI,54303,1 920-370-2958,,,,,,,,,,,44.5410189,-88.0657709
Girls on the Run of Southeastern Wisconsin,5775 N Glen Park Rd Suite 203,Milwaukee,WI,53209,1 414-367-8171,,5,1,,,,,,,,43.1221897,-87.9320744
Stevens Point Area Run Club (SPARC),,,,,,,,,,,,,,,,44.464631,-89.534164
WisconsinRuns,1152 Ensell Rd,Lake Zurich,IL,60047,1 224-757-5425,,,,,,,,,,,42.205202,-88.066935
Infinity Running Company,,,,,1 414-563-7556,,5,14,,,,,,,,46.423669,-129.9427086
The Run Club,960 N 12th St,Milwaukee,WI,53233,1 414-219-6044,,,,,,,,,,,43.0428251,-87.9262942
Fleet Feet Madison,8440 Old Sauk Rd,Middleton,WI,53562,1 608-833-9999,,4.9,692,"[""10AM-5PM""]","[""10AM-7PM""]","[""10AM-7PM""]","[""10AM-7PM""]","[""10AM-5PM""]","[""10AM-5PM""]","[""11AM-5PM""]",43.075287,-89.5292395
Fleet Feet Fox Valley,3404 W College Ave,Appleton,WI,54914,1 920-964-2145,,4.9,645,"[""10AM-7PM""]","[""10AM-7PM""]","[""10AM-7PM""]","[""10AM-7PM""]","[""10AM-7PM""]","[""10AM-5PM""]","[""12-4PM""]",44.2635167,-88.4575111
Runfit MKE,316 N Milwaukee St #535,Milwaukee,WI,53202,1 414-491-5853,,5,28,"[""5:30AM-7PM""]","[""5:30AM-7PM""]","[""5:30AM-7PM""]","[""5:30AM-7PM""]","[""5:30AM-6PM""]","[""Closed""]","[""Closed""]",43.0344275,-87.9056366
Kenosha Running Company,,,,,1 262-925-0300,,4.7,58,,,,,,,,46.423669,-129.9427086
Forever Fighters Running Club,,,,,1 608-445-9273,,,,,,,,,,,43.0851225,-89.4091475
Moms on the Run Woodbury,,,,,,,5,1,,,,,,,,44.905633,-92.923537
South East Wyoming Racing Club,3801 Archer Pkwy,Cheyenne,WY,82009,1 307-421-9667,,4.9,21,,,,,,,,41.1514112,-104.6504645
UNIVERSITY OF WYOMING WOMEN'S TRACK & FIELD,Memorial Fieldhouse,Laramie,WY,82070,,,,,,,,,,,,41.3118267,-105.5703055
